가봉,假缝; 加蓬; 加封
가부,可否; 可不; 家父; 贾府
가부가이,可不可以
가부시,可不是
가부장,家父长
가부장적,家父长的
가부장제,家父长制
가부장제적,家父长制的
가부좌,跏趺坐
가분,假扮
가붕,柯鹏
가비,可悲; 可比; 加菲; 可鄙
가비공사,可比公司
가비덕,柯菲德
가비성,可比性
가빈,嘉宾
가빈문,嘉宾们
가사,假死; 家事; 家士; 歌词; 歌辞; 袈裟; 驾驶; 加沙; 假使; 家史; 可查
가사과인,加斯科因
가사규특,加斯奎特
가사득,佳士得
가사랍,哥斯拉
가사성,加沙城
가사실,驾驶室
가사원,驾驶员
가사원문,驾驶员们
가사인,驾驶人
가사자,驾驶者
가사정,驾驶证; 贾斯汀
가사지구,加沙地区
가사집조,驾驶执照
가사창,驾驶舱
가사체려가,哥斯达黎加
가사체려가대,哥斯达黎加队
가산,加算; 家产; 假山
가산율,加算率; 加算率
가산점,加算点
가살극,哥萨克
가삼,贾森
가상,假想; 假相; 假象; 加上; 嘉尚; 街上; 嘉尙; 家常; 柯湘
가상이지,可想而知
가상적,假想敌
가상채,家常菜
가상편반,家常便饭
가상활,假想敌
가색이,加索尔
가서,家鼠
가서금,柯西金
가서아,加西亚
가서한,哥舒翰
가석,可惜; 假释
가석가석,可惜可惜
가석방,假释放
가선,嘉善; 可先
가선생,贾先生; 柯先生
가선현,嘉善县
가설,假说; 架设; 假设
가설무대,假设舞台
가설적,假说的
가성,假声; 歌声; 歌星
가성성,假惺惺
가세,加势; 家世; 加税
가소,可笑; 假笑; 可塑
가소성,可塑性
가속,加速; 家属
가속기,加速器; 加速期
가속도,加速度
가속문,家属们
가속성,加速性
가속적,加速的
가속화,加速化
가송,歌颂
가쇄,枷锁
가수,歌手; 假手; 哥嫂
가수량,柯受良
가수면,假睡眠
가수문,歌手们
가수요,假需要
가수장,歌手奖
가수전,贾秀全
가습기,加湿器
가습성,可湿性
가승지기,可乘之机
가시,可是; 街市
가시거리,可视距离
가시권,可视圈
가시적,可视的
가시화,可视化
가식,假饰; 加饰; 架式
가식적,假饰的
가신,家臣; 可信; 加薪; 家信; 可身
가신광,贾新光
가신도,可信度
가신성,可信性
가실,家室
가심,加深; 街心; 可心
가십,家什
가씨,贾氏
가아,哥儿; 歌儿; 假牙
가아량,哥儿俩
가아문,哥儿们
가악,可恶
가압,加压
가압소,加压素
가압장,加压场
가애,可爱
가액,价额
가야금,伽倻琴
가약,假若
가양,家养; 佳酿; 可让
가양성률,假阳性率
가어,驾驭; 驾御
가언,假言
가업,家业
가여,假如
가역,可逆
가역성,可逆性
가연,可燃; 家宴; 家燕
가연성,可燃性
가연잡세,苛捐杂税
가열,加热; 苛烈; 苛烈
가열기,加热器
가열로,加热炉
가열화,加热化
가영,歌咏
가옥,假玉; 家屋
가옥대장,家屋台帐
가온,加温
가완성,可玩性
가외,加外
가욋,加外
가요,歌谣
가요계,歌谣界
가요사,歌谣史
가요제,歌谣祭
가욕소,嘉峪关
가욕소시,嘉峪关市
가용,可用; 可溶
가용납,可容纳
가용성,可溶性; 可用性
가용전기,家用电器
가우,可叹; 可于; 佳偶
가우부가구,可遇不可求
가우선,可优先
가운,贾云
가원,家园; 家院
가위,可谓; 价位
가유,加油; 贾维
가유가무,可有可无
가유릉,贾幼陵
가유참,加油站
가유호성,可维护性
가유호효,家喻户晓
가음,佳音
가의,可疑; 假意; 嘉义; 贾谊; 加意
가의시,嘉义市
가의현,嘉义县
가이,可以; 加以
가이가이,可以可以
가이각답,加尔各答
가이극자,柯尔克孜
가이극자족,柯尔克孜族
가이랍랍,柯伊拉腊
가이료원,可以燎原
가이민,柯以敏
가이백,柯伊伯
가이설시,可以说是
가이시일,假以时日
가이화,可以化
가인,家人; 佳人; 嫁人; 可人; 可因
가인가의,假仁假义
가인문,家人们
가인박명,佳人薄命
가일,假日
가일층,加一层
가임,驾临
가입,加入
가입량,加入量
가입비,加入费
가입서,加入书
가입순,加入顺
가입안,加入案
가입자,加入者
가잉,假孕
가자,架子; 茄子; 瘸子; 歌子; 诃子
가자희,歌仔戏
가작,佳作; 可作
가잠,家蚕
가잡인,可卡因
가장,假装; 家长; 加长; 嘉奖; 嫁妆; 家藏
가장가,贾樟柯
가장리단,家长里短
가장문,家长们
가장식,家长式
가장제,家长制
가장행렬,假装行列
가장형,加长型
가장회,家长会
가재,加载; 家财
가재도구,家财道具
가재만관,家财万贯
가저,家底
가적,佳绩; 家贼
가적송,可的松
가전,家电; 价钱; 家传
가전사,家电社
가전속,假专属
가전업계,家电业界
가전용품,家电用品
가전제품,家电制品
가절,佳节
가점파,贾占波
가접,嫁接
가접수성,可接受性
가정,假定; 家庭; 家政; 假证; 嘉定; 嘉靖; 贾政; 苛政
가정경,假正经
가정계획,家庭计划
가정과,家政科
가정교사,家庭教师
가정교육,家庭教育
가정구,嘉定区
가정문,贾静雯
가정법,假定法
가정부,家政妇
가정부인,家庭妇人
가정불화,家庭不和; 家庭不和
가정생활,家庭生活
가정식,家庭式
가정용품,家庭用品
가정의,家庭医
가정의례,家庭仪礼
가정작업,家庭作业
가정적,家庭的
가정주부,家庭主妇
가정학,家政学
가정학과,家政学科
가정형,家庭型
가정화,家庭化
가정환경,家庭环境
가제,假题
가조,驾照; 假造; 假条; 家祖
가조작,可操作
가조작성,可操作性
가족,家族
가족계획,家族计划
가족도,家族图
가족사진,家族写真
가족성,家族性
가족식,家族式
가족애,家族爱
가족적,家族的
가족학,家族学
가족화,家族化
가족회의,家族会议
가주,加州; 家主; 加注; 架住
가주대학,加州大学
가주려관,加州旅馆
가주리공학원,加州理工学院
가주제,假主题
가중,加重
가중복성,可重复性
가중산,贾中山
가중자,加重者
가증,可憎
가지,可知; 可持; 假肢; 加持
가지급금,假支给金; 假支给金
가지약,贾知若
가진,家珍; 贾珍
가진동,柯震东
가집,歌集
가차,假借; 驾车; 架次; 加车
가차자,驾车者
가창,歌唱
가창가,歌唱家
가창력,歌唱力
가창자,歌唱者
가채,可采; 加菜
가책,呵责; 苛责
가처분,假处分
가척,呵斥
가천하,家天下
가첨,价签; 加添
가청,歌厅
가체,假谛; 柯达; 可达; 哥达
가체공사,柯达公司
가체사,柯蒂斯
가체화,柯棣华
가초,假钞
가추,家丑
가추부가외양,家丑不可外扬
가축,家畜
가축병원,家畜病院
가축적,家畜的
가춘왕,贾春旺
가출,家出
가충,假充
가취,可取; 嫁娶
가취지처,可取之处
가치,价值; 假齿; 可耻; 价値; 可治
가치관,价值观; 价値观
가치량,价值量
가치련성,价值连城
가치론,价值论
가치방,贾治邦
가치성,价值性
가치세,价值税; 价値税
가치적,价值的; 价値的
가치중립,价值中立; 价値中立
가치형,价值型
가치화,价值化; 价値化
가친,可亲
가친가경,可亲可敬
가칭,假称
가쾌,加快
가타부,可-否
가탁,假托
가태라니아,加泰罗尼亚
가태라니아새도,加泰罗尼亚赛道
가태라니아지구,加泰罗尼亚地区
가택,家宅; 家宅
가토,家兔
가통,佳通; 可通
가특,哥特
가특림,加特林
가파,可怕; 加派
가파이,贾巴尔
가파인망,家破人亡
가판대,街贩台
가편정,可编程
가편정서,可编程序
가평요,贾平凹
가포,可怖
가품,佳品
가풍,家风
가필,加笔
가학,苛虐
가학연원,家学渊源
가학적,加虐的
가한,可恨; 可汗
가해,加害
가해자,加害者
가핵,架势
가행,可行
가행궁,假行宫
가행성,可行性
가행성연구,可行性研究
가향,家乡
가허,嘉许
가형,家兄
가호,家户; 呵护; 可好; 加号
가호자,加护者
가혹,苛酷
가홍축,贾鸿筑
가화,佳话; 假货; 假话; 嘉禾; 嫁祸; 佳华
가화로,嘉禾路
가화우인,嫁祸于人
가회,歌会
가효,佳肴
가후,加厚; 歌喉
가훈,家训
가흔,可欣
가흘,可吃
가흠,呵欠
가흥,嘉兴
가흥시,嘉兴市
가희,可喜
가희가하,可喜可贺
가희진주,假戏真做
각,各; 却; 觉; 刻; 角; 脚; 阁; 壳; 搁; 胳; 咯; 骼; 恪; 榷; 珏; 袼; 悫; 桷; 茖; 覐; 隺; 躩; 覚; 𬒈; 覺; 卻; 腳; 殼; 傕; 閣
각각,各各; 咯咯; 刻刻
각각각,咯咯咯
각각각각,咯咯咯咯
각강,角钢
각개,各个
각개격파,各个击破
각거성,各居性
각계,各界
각계각층,各界各层
각계인사,各界人士
각고,刻苦
각고내로,刻苦耐劳
각골,刻骨
각골난망,刻骨难忘
각골명심,刻骨铭心
각골통한,刻骨痛恨
각과,脚踝; 角果
각관,各款
각광,脚光
각구,角球
각구현,各区县
각국,各国
각국어,各国语
각근,脚跟
각급,各级
각기,各其; 脚气
각기병,脚气病
각단백,角蛋白
각답량지선,脚踏两只船
각답실지,脚踏实地
각답차,脚踏车
각도,角度; 刻度; 刻刀
각도기,角度器
각득,觉得
각득기소,各得其所
각등,咯噔
각등자,脚蹬子
각락,角落
각력,角力; 脚力
각력암,角砾岩
각로,各路
각론,各论
각론적,各论的
각료,阁僚; 脚镣
각루,阁楼; 角楼
각류,各类
각막,角膜
각막연,角膜缘
각막염,角膜炎
각면,脚面
각목,角木
각문,角门
각박,刻薄; 胳膊
각박성가,刻薄成家
각반,脚绊; 各半
각발자,脚脖子
각배,角杯; 脚背
각법,脚法
각별,各别
각보,脚步; 却步
각본,脚本; 刻本
각본난,刻本难
각부,各部; 脚夫
각부문,各部门
각부상양,各不相让
각부용완,刻不容缓
각분,脚盆
각분전정,各奔前程
각비,胳臂
각사,刻写
각사기직,各司其职
각색,各色; 脚色; 角色
각색각양,各色各样
각색자,脚色者
각서,觉书
각서기견,各抒己见
각서설,觉书说
각서화,觉书化
각석,刻石
각선미,脚线美
각설,却说
각설탕,角雪糖; 角雪糖
각성,觉醒
각성시,各省市
각속도,角速度
각수,恪守
각수가,脚手架
각시,却是
각식,各式
각식각양,各式各样
각심,脚心
각아,脚丫; 壳儿
각아자,脚丫子
각양,各样
각양각색,各样各色
각오,觉悟
각완,脚腕
각우,却又
각원,阁员
각위,各位
각위기주,各为其主
각유리폐,各有利弊
각유소장,各有所长
각유천추,各有千秋
각의,阁议; 刻意
각이,各异
각인,刻印; 各人; 脚印
각자,各自; 壳子; 刻字
각자각자,各自各自
각자무치,角者无齿
각자위전,各自为战
각자위정,各自为政
각장,脚掌
각저,脚底
각저판,脚底板
각전소장,各展所长
각제,刻制
각조,脚爪
각족,各族
각종,各种; 刻钟
각종각양,各种各样
각주,脚注
각주구검,刻舟求剑
각지,各地; 脚趾; 咯吱
각지각지,咯吱咯吱
각지구,各地区
각지급,各地级
각지기견,各持己见
각지두,脚指头
각지방,各地方
각지불이,各知不移; 各知不移
각지와,胳肢窝
각진소능,各尽所能
각진직수,恪尽职守
각질,角质
각질층,角质层
각집일사,各执一词
각찰,觉察
각찰도,觉察到
각창광,各厂矿
각처,各处
각천,搁浅
각철,角铁
각첨,角尖; 脚尖
각축,角逐
각축전,角逐战
각취각위,各就各位
각취소수,各取所需
각층,各层
각치,搁置
각통의각,脚痛医脚
각판,刻板; 脚板; 刻版
각하,却下; 阁下; 搁下
각항,各项
각행,各行
각행각업,各行各业
각행기시,各行其是
각향동성,各向同性
각향이성,各向异性
각향진,各乡镇
각현신통,各显神通
각혈,咯血
각형,角形
각화,刻画; 角化; 刻花
각화형,角化型
각후근,脚后跟
각흔,刻痕
간,看; 间; 干; 简; 赶; 刊; 艰; 肝; 奸; 杆; 恳; 竿; 拣; 垦; 柬; 谏; 侃; 涧; 龈; 痫; 秆; 锏; 艮; 羟; 擀; 悭; 裥; 裉; 旰; 茛; 踬; 粯; 筸; 簳; 葌; 鶫; 礀; 繝; 間; 簡; 幹; 趕; 艱; 揀; 姦
간가,看家; 干架
간가본령,看家本领
간각,赶脚; 刊刻
간간,看看; 间间; 侃侃
간간단단,简简单单
간간이담,侃侃而谈
간간정정,干干净净
간갈,干渴
간개,简介; 看开
간객,看客
간거,艰巨; 间距; 干渠
간거성,艰巨性
간격,间隔
간격기,间隔期
간견,看见
간결,简洁
간경,干警; 干劲; 看轻
간경문,干警们
간경변증,肝硬变症
간경충천,干劲冲天
간경화,肝硬化
간계,奸计; 干系
간고,艰苦; 干枯; 赶考; 干股
간고강투,艰苦奋斗
간고박소,艰苦朴素
간고창업,艰苦创业
간고탁절,艰苦卓绝
간곡,恳曲
간공,赶工
간과,看过; 赶过; 干果; 干戈
간관,看管; 看官; 谏官
간교,奸巧; 干校; 赶巧
간구,干求; 恳求; 干呕
간군,干群
간균,杆菌
간극,间隙
간기,间期; 羟基; 肝气
간기래,看起来
간기래상,看起来像
간긴,赶紧
간난,艰难
간난곡절,艰难曲折
간난곤고,艰难困苦
간난신고,艰难辛苦
간난험조,艰难险阻
간낭,干娘
간녀아,干女儿
간녕,奸佞
간농종,肝脓肿
간뇌,间脑
간뇌도지,肝脑涂地
간니,看你
간다,干爹
간단,简单; 间断; 简短
간단로동,简单劳动
간단명료,简单明了
간단성,间断性; 简单性
간단화,简单化
간담,肝胆; 恳谈
간담상조,肝胆相照
간담회,恳谈会
간답,简答
간답제,简答题
간당,肝糖
간대,看待; 看台; 间带; 肝大
간대산,侃大山
간도,看到; 赶到; 干掉; 干道; 拣到; 简图
간독,简牍
간동,看懂
간두,看头
간두지세,竿头之势
간득견,看得见
간득과,看得过
간득급,赶得及
간득기,看得起
간득상,赶得上
간득청초,看得清楚
간득출,看得出
간득호,干得好
간등,刊登; 干等
간락,干酪
간래,看来; 赶来
간랭,干冷
간략,简略
간량,干粮
간력,简历
간련,干练; 简练
간렬,干裂
간로,赶路; 干路
간료,看了
간료간,看了看
간루,简陋
간류,干流
간마,干吗; 干嘛; 干妈
간만,干满
간망,看望; 赶忙
간매,看呆
간맥,肝脉
간면,干面; 擀面
간면장,擀面杖
간명,简明; 刊名
간명아,赶明儿
간명액요,简明扼要
간묘,间苗
간문,看门
간문인,看门人
간물,刊物
간미연,简美妍
간박,简朴
간반,间盘; 干饭
간발,间发; 刊发
간방자,看房者
간배,干杯
간벌,间伐
간범,简凡
간법,看法
간변,间变
간별,干瘪
간병,看病; 肝病
간병인,看病人
간보,简报; 看报; 简谱
간본,刊本
간부,干部; 赶赴; 奸夫
간부견,看不见
간부과,看不过; 干不过
간부관,看不惯
간부급,干部级; 赶不及
간부기,看不起
간부문,干部们
간부상,赶不上
간부상안,看不上眼
간부순안,看不顺眼
간부용발,间不容发
간부청,看不清
간부청초,看不清楚
간부출래,看不出来
간부하방,干部下放
간부화,干部化
간부회,干部会
간분,简体; 干粉; 间体
간분자,简体字
간불용발,间不容发; 间不容发
간빙,干冰
간빙기,间冰期; 间氷期
간사,奸诈; 奸邪; 干事; 看死; 简史; 简写; 干丝
간사국,干事国
간사업,干事业
간사장,干事长
간삼,简森
간삽,干涩; 艰涩
간상,赶上; 看上; 奸商; 干爽; 看相; 杆状
간상거,看上去
간상료,看上了
간상안,看上眼
간서,看书
간석지,干潟地
간선,干线; 干鲜; 拣选
간선망,干线网
간섭,干涉
간섭기,干涉期
간섭자,干涉者
간성,干城; 看成; 间性
간성지재,干城之材
간세,干洗; 奸细
간세점,干洗店
간세지배,奸细之辈
간세지재,间世之材
간세포,干细胞; 肝细胞
간소,简素; 肝素; 干笑; 奸笑
간소협,肝小叶
간소화,简素化; 看笑话; 肝素化
간수,看守; 干瘦
간수내각,看守内阁
간수소,看守所
간수정부,看守政府
간시,干尸
간시렬화,干柴烈火
간시모,赶时髦
간식,间食
간신,艰辛; 奸臣; 简讯
간신배,奸臣辈
간신적자,奸臣贼子
간심,艰深
간십마,干什么
간씨,简氏
간아,杆儿; 干儿
간아자,干儿子
간악,奸恶
간악무도,奸恶无道
간암,肝癌
간압,看押
간압자상가,赶鸭子上架
간애,简爱
간약,简约
간양,看样; 简阳
간양자,看样子
간어제초,间于齐楚
간여,干与
간역,简易
간열,干热
간열뇨,看热闹
간열풍,干热风
간염,肝炎
간예,干预
간오,奸污
간완,看完
간왕,赶往
간요,干扰; 简要
간요소,干扰素
간요신호,干扰信号
간우협,肝右叶
간운보월,看云步月
간웅,奸雄
간위,间位
간음,奸淫
간음죄,奸淫罪
간읍,干邑
간의,干衣
간의생,看医生
간이,简易; 简易
간이식당,简易食堂; 简易食堂
간이역,简易驿; 简易驿
간인,间印; 奸人; 刊印
간일간,看一看
간자,杆子; 竿子
간작,看作; 间作
간잡,间杂
간장,肝肠; 肝脏; 赶场; 简章; 干将; 简装
간장촌단,肝肠寸断
간재,刊载; 干才
간쟁,赶趟
간저,看低
간적,奸贼
간전지,干电池
간절,恳切
간점,干点
간접,间接
간접법,间接法
간접성,间接性
간접세,间接税
간접융자,间接融资
간접적,间接的
간접흡연,间接吸烟
간정,干净; 奸情; 简政; 干政
간정리락,干净利落
간정리색,干净利索
간정맥,肝静脉
간정형,看情形
간제,看齐
간조,干燥; 赶早
간조기,干燥器; 干燥机
간조류,赶潮流
간조상,干燥箱
간조제,干燥剂
간좌협,肝左叶
간주,看做; 间奏; 赶走
간주관적,间主观的
간주안,看走眼
간중,看重; 看中
간증,干证
간지,奸智; 干支
간지류,干支流
간직,简直
간진살절,赶尽杀绝
간질,癎疾; 看跌
간질기,看跌期
간집,赶集
간징안,干瞪眼
간차,赶车
간착,看着; 赶着; 干着
간착간착,看着看着
간착급,干着急
간착판,看着办
간창,看涨
간창기,看涨期
간채,干菜
간척,干拓
간척지,干拓地
간천,看穿
간첩,间谍; 简捷
간첩단,间谍团
간청,恳请
간체자,简体字
간체자화,简体字化
간초,赶超; 干草
간총관,肝总管
간축,干缩
간출,看出; 刊出
간출거,赶出去
간충질,间充质
간취,看取; 干脆
간취리락,干脆利落
간친회,恳亲会
간칭,简称; 杆秤
간쾌,赶快
간택,拣择
간투,看透
간파,看破; 干巴
간파파,干巴巴
간파홍진,看破红尘
간판,看板
간패,干贝
간편,简便; 看扁
간편성,简便性
간편식,简便食
간포,赶跑
간포채,柬埔寨
간포채전대,柬埔寨电台
간풍수,看风水
간피,间皮
간피류,间皮瘤
간하,干下
간한,干旱
간해,干咳
간행,刊行
간행물,刊行物
간헐,间歇
간헐기,间歇期
간헐성,间歇性
간헐식,间歇式
간헐적,间歇的
간험,艰险
간호,看护; 看好; 刊号
간호대,看护队
간호대학,看护大学
간호복,看护服
간호부,看护妇
간호부장,看护部长
간호사,看护师
간호실,看护室
간호원,看护员
간호학과,看护学科
간혹,间或
간혼미,肝昏迷
간화,简化; 肝火
간화매,羟化酶
간화왕,肝火旺
간화자,简化字
간활,干活; 奸猾
간활아,干活儿
간회,赶回
간회거,赶回去
간회래,赶回来
간후,干涸
간후단,干骺端
간휴소,干休所
간흘,干吃
간흡훼,肝吸虫
간희,看戏
갈,喝; 葛; 渴; 竭; 褐; 噶; 秸; 蝎; 碣; 羯; 曷; 骱; 鞨; 轕; 鹖; 輵; 蠍
갈간,秸秆; 喝干
갈갈,喝喝
갈갈주,喝喝酒
갈검웅,葛剑雄
갈격,葛格
갈구,渴求
갈근,葛根
갈근소,葛根素
갈급,渴急
갈남위,葛南威
갈대야,葛大爷
갈도,喝道
갈도채,喝倒彩
갈등,葛藤
갈등론적,葛藤论的
갈등형,葛藤型
갈라미가,葛罗米柯
갈랑대,葛朗台
갈력,竭力
갈령,喝令
갈망,渴望
갈매,褐煤
갈모,葛某
갈문,喝问
갈반,渴盼
갈변,褐变
갈비,葛菲
갈비슬,褐飞虱
갈색,褐色
갈서북풍,喝西北风
갈석,碣石
갈선생,葛先生
갈성,竭诚
갈송,葛荣
갈수기,渴水期
갈애,渴爱
갈우,葛优
갈이,噶尔
갈이천정,渴而穿井
갈자,蝎子
갈자문,蝎子们
갈정,葛征
갈주,喝酒
갈주파,葛洲坝
갈주파전창,葛洲坝电厂
갈증,渴症
갈지,喝止
갈진,竭尽
갈진림,葛振林
갈진전력,竭尽全力
갈질,喝叱
갈차,喝茶
갈채,喝采; 喝彩
갈충보국,竭忠报国
갈취,喝取; 喝醉
갈취료,喝醉了
갈취형,喝取型
갈탄,褐炭
갈택이어,竭泽而渔
갈파,喝破
갈포,葛布
갈품양,葛品扬
갈홍,葛洪
갈홍림,葛红林
감,感; 敢; 监; 减; 甘; 鉴; 堪; 砍; 憾; 坎; 勘; 嵌; 碱; 撼; 橄; 酣; 憨; 瞰; 邯; 龛; 柑; 苷; 淦; 戡; 绀; 蚶; 泔; 疳; 阚; 鳡; 坩; 澉; 磡; 鹐; 矙; 竷; 粓; 鍳; 咁; 赣; 減; 監; 凵; 冚; 鑒
감가,坎轲; 坎坷; 砍价; 减价; 甘家
감가부평,坎坷不平
감가상각비,减价偿却费
감각,感觉
감각도,感觉到
감각적,感觉的
감감가가,坎坎坷坷
감감비,减减肥
감강,邯钢; 赣江; 感奋
감강집단,邯钢集团
감개,感慨
감개만단,感慨万端
감개만천,感慨万千
감개무량,感慨无量
감거,减去; 甘居
감건,甘健
감격,感激
감격부진,感激不尽
감격적,感激的
감격체령,感激涕零
감견,坎肩
감경,减轻
감고,监考; 甘苦
감고원,监考员
감곡현,甘谷县
감곤,坎昆
감공,监控; 监工
감공계통,监控系统
감공정서,监控程序
감과,坩埚
감관,监管; 感官
감관자,监管者
감광,感光
감광도,感光度
감광지,感光纸
감광판,感光板
감구지회,感旧之怀
감군,减军
감귤,柑橘
감귤류,柑橘类
감극,赣剧
감금,监禁
감금당,监禁当
감금속,碱金属
감금죄,监禁罪
감기,感气; 碱基
감기대,碱基对
감기약,感气药
감남,赣南; 甘南
